user_id,top_ordered_item,avg_cart_item_count,preferred_category,order_party_type,user_region,restaurant_cuisine_type,restaurant_item_popularity,cart_total_value,cart_item_count,cart_cuisine_type,meal_time_segment,day_of_week_type,occasion_type,seasonal_preference,user_item_affinity,item_cooccurrence_score,user_category_affinity,item_price_tier,dietary_type,label_addon_added
140,Vada,4,South_Indian,group,Noida,Desserts,0.269,371,1,South_Indian,dinner,weekend,birthday,summer,0.114,9,0.609,high,veg,1
45,Butter Chicken,2,North_Indian,solo,West_Delhi,Chinese,0.356,323,1,North_Indian,dinner,weekend,none,winter,0.315,2,0.531,low,veg,1
39,Kheer,2,Desserts,solo,West_Delhi,Beverages,0.293,251,1,Desserts,dinner,weekend,none,monsoon,0.323,5,0.689,low,veg,1
24,Kheer,2,Desserts,solo,South_Delhi,Beverages,0.465,312,1,Desserts,dinner,weekday,anniversary,winter,0.193,0,0.238,low,nonveg,0
192,Manchurian,3,Chinese,group,Gurgaon,Desserts,0.185,339,1,Chinese,lunch,weekday,none,monsoon,0.212,0,0.598,high,nonveg,0
184,Vada,1,South_Indian,solo,Navi_Mumbai,South_Indian,0.35,384,1,South_Indian,snacks,weekday,none,monsoon,0.131,5,0.589,medium,veg,1
196,Kheer,2,Desserts,solo,Noida,South_Indian,0.776,354,2,Desserts,lunch,weekend,none,summer,0.389,2,0.56,low,dairy,0
152,Coke,1,Beverages,solo,Navi_Mumbai,Beverages,0.371,446,2,Beverages,dinner,weekday,none,monsoon,0.142,2,0.537,low,veg,0
44,Spring Roll,1,Chinese,solo,Gurgaon,Beverages,0.506,325,1,Chinese,breakfast,weekday,none,summer,0.571,4,0.79,medium,veg,0
47,Sambar,2,South_Indian,solo,Gurgaon,South_Indian,0.078,502,3,South_Indian,dinner,weekday,none,summer,0.197,4,0.808,medium,veg,0
14,Sandwich,1,Fast_Food,solo,South_Delhi,Fast_Food,0.664,352,2,Fast_Food,snacks,weekday,none,winter,0.389,2,0.331,high,veg,0
40,Ice Cream,1,Desserts,solo,West_Delhi,South_Indian,0.435,368,2,Desserts,dinner,weekday,none,monsoon,0.034,0,0.533,low,veg,0
47,Dosa,2,South_Indian,solo,Gurgaon,Fast_Food,0.115,375,1,South_Indian,lunch,weekday,none,winter,0.341,3,0.707,low,veg,0
71,Cold Coffee,1,Beverages,solo,Navi_Mumbai,Beverages,0.104,454,2,Beverages,snacks,weekday,none,winter,0.348,0,0.535,low,veg,0
4,Cold Coffee,1,Beverages,solo,Navi_Mumbai,Chinese,0.203,387,2,Beverages,dinner,weekend,none,monsoon,0.292,0,0.32,low,dairy,0
110,Milkshake,1,Beverages,solo,South_Delhi,North_Indian,0.029,430,2,Beverages,dinner,weekday,none,summer,0.085,7,0.447,medium,nonveg,1
199,Burger,3,Fast_Food,group,South_Delhi,North_Indian,0.213,488,3,Fast_Food,dinner,weekday,none,winter,0.308,1,0.242,high,dairy,0
153,Butter Chicken,2,North_Indian,solo,Gurgaon,Beverages,0.384,325,1,North_Indian,lunch,weekday,none,monsoon,0.108,1,0.54,medium,dairy,0
61,Dal Makhani,1,North_Indian,solo,South_Delhi,Chinese,0.472,402,2,North_Indian,snacks,weekend,festival,monsoon,0.157,0,0.566,low,dairy,0
76,Coke,3,Beverages,group,Gurgaon,Desserts,0.183,314,1,Beverages,snacks,weekend,none,monsoon,0.308,1,0.823,medium,veg,0
130,Spring Roll,2,Chinese,solo,West_Delhi,Fast_Food,0.481,344,1,Chinese,breakfast,weekday,none,monsoon,0.062,6,0.198,low,nonveg,1
15,Hakka Noodles,1,Chinese,solo,Noida,South_Indian,0.105,492,3,Chinese,lunch,weekday,none,winter,0.196,1,0.252,high,egg,1
178,Raita,3,North_Indian,group,Navi_Mumbai,South_Indian,0.41,386,2,North_Indian,breakfast,weekend,none,monsoon,0.549,0,0.399,high,nonveg,0
21,Burger,1,Fast_Food,solo,Navi_Mumbai,Fast_Food,0.322,396,2,Fast_Food,lunch,weekday,none,monsoon,0.508,0,0.777,low,nonveg,0
92,Dal Makhani,3,North_Indian,group,Navi_Mumbai,Fast_Food,0.311,436,2,North_Indian,lunch,weekend,none,summer,0.357,1,0.618,high,veg,0
177,Kheer,1,Desserts,solo,South_Delhi,Desserts,0.328,525,3,Desserts,dinner,weekend,none,summer,0.338,3,0.613,high,nonveg,0
152,Lassi,1,Beverages,solo,Navi_Mumbai,Beverages,0.457,397,2,Beverages,dinner,weekend,none,winter,0.709,4,0.165,medium,veg,0
110,Lassi,1,Beverages,solo,South_Delhi,North_Indian,0.258,381,2,Beverages,snacks,weekday,festival,winter,0.115,2,0.341,medium,nonveg,1
134,Upma,3,South_Indian,group,West_Delhi,Fast_Food,0.42,389,2,South_Indian,lunch,weekday,none,summer,0.618,7,0.295,medium,veg,1
116,Chilli Paneer,3,Chinese,group,Navi_Mumbai,Desserts,0.401,356,1,Chinese,breakfast,weekday,birthday,summer,0.53,6,0.42,high,veg,0
7,Roti,3,North_Indian,group,South_Delhi,Desserts,0.268,403,2,North_Indian,dinner,weekday,none,monsoon,0.301,2,0.811,low,veg,1
99,Tea,1,Beverages,solo,West_Delhi,Beverages,0.291,424,2,Beverages,lunch,weekend,none,monsoon,0.624,4,0.816,low,veg,1
2,Spring Roll,2,Chinese,solo,West_Delhi,North_Indian,0.429,467,3,Chinese,lunch,weekday,none,monsoon,0.389,4,0.19,medium,dairy,1
24,Brownie,2,Desserts,solo,South_Delhi,North_Indian,0.768,300,1,Desserts,lunch,weekday,none,summer,0.344,6,0.728,medium,veg,0
77,Brownie,1,Desserts,solo,West_Delhi,Beverages,0.145,422,3,Desserts,lunch,weekend,birthday,winter,0.373,0,0.372,medium,nonveg,0
183,Pizza,3,Fast_Food,group,West_Delhi,Fast_Food,0.31,326,1,Fast_Food,dinner,weekend,anniversary,summer,0.404,0,0.334,medium,nonveg,0
81,Rasgulla,2,Desserts,solo,West_Delhi,Chinese,0.206,570,4,Desserts,breakfast,weekday,none,monsoon,0.086,0,0.768,medium,veg,1
95,Ice Cream,2,Desserts,solo,West_Delhi,North_Indian,0.364,261,1,Desserts,dinner,weekend,none,summer,0.12,3,0.219,medium,nonveg,1
10,Raita,1,North_Indian,solo,Navi_Mumbai,Beverages,0.194,488,3,North_Indian,lunch,weekend,none,summer,0.83,3,0.529,medium,veg,0
51,Dosa,3,South_Indian,group,Noida,Beverages,0.39,371,1,South_Indian,snacks,weekday,none,monsoon,0.303,10,0.11,high,nonveg,0
12,Idli,3,South_Indian,group,West_Delhi,South_Indian,0.575,438,2,South_Indian,lunch,weekend,none,winter,0.125,0,0.519,medium,nonveg,0
120,Sambar,3,South_Indian,group,West_Delhi,Fast_Food,0.283,589,4,South_Indian,lunch,weekend,none,summer,0.145,2,0.532,low,veg,0
39,Brownie,2,Desserts,solo,West_Delhi,Fast_Food,0.308,480,2,Desserts,lunch,weekday,none,monsoon,0.274,1,0.593,medium,veg,0
89,Dal Makhani,2,North_Indian,solo,West_Delhi,Desserts,0.372,385,2,North_Indian,snacks,weekday,festival,monsoon,0.441,7,0.411,medium,dairy,0
38,Coke,2,Beverages,solo,South_Delhi,North_Indian,0.331,477,3,Beverages,dinner,weekday,none,summer,0.399,1,0.381,low,veg,0
41,Fried Rice,2,Chinese,solo,Noida,Desserts,0.208,541,3,Chinese,snacks,weekday,none,summer,0.453,0,0.673,medium,veg,0
118,Gulab Jamun,3,Desserts,group,Noida,Fast_Food,0.37,613,4,Desserts,lunch,weekday,none,winter,0.902,1,0.284,medium,veg,1
32,Manchurian,1,Chinese,solo,South_Delhi,South_Indian,0.192,441,2,Chinese,snacks,weekday,festival,monsoon,0.219,2,0.288,low,nonveg,0
164,Ice Cream,1,Desserts,solo,Navi_Mumbai,South_Indian,0.189,422,1,Desserts,breakfast,weekday,anniversary,winter,0.131,0,0.24,medium,veg,0
27,Lassi,2,Beverages,solo,Navi_Mumbai,Desserts,0.527,248,1,Beverages,lunch,weekend,none,summer,0.195,0,0.51,low,nonveg,1
31,Pizza,1,Fast_Food,solo,South_Delhi,South_Indian,0.178,577,4,Fast_Food,dinner,weekday,birthday,summer,0.658,0,0.3,high,nonveg,0
199,Pizza,3,Fast_Food,group,South_Delhi,Beverages,0.229,498,3,Fast_Food,breakfast,weekday,none,monsoon,0.505,5,0.759,medium,veg,0
127,Biryani,3,North_Indian,group,Noida,South_Indian,0.361,396,2,North_Indian,dinner,weekday,none,monsoon,0.13,2,0.209,high,veg,0
7,Raita,3,North_Indian,group,South_Delhi,Fast_Food,0.641,472,2,North_Indian,dinner,weekend,none,summer,0.682,1,0.483,low,nonveg,0
59,Fried Rice,1,Chinese,solo,West_Delhi,South_Indian,0.329,313,1,Chinese,dinner,weekday,none,monsoon,0.523,5,0.211,medium,veg,1
56,Coke,1,Beverages,solo,Navi_Mumbai,North_Indian,0.276,390,1,Beverages,dinner,weekday,anniversary,summer,0.259,2,0.321,medium,veg,1
80,Cold Coffee,3,Beverages,group,Navi_Mumbai,Chinese,0.273,462,2,Beverages,dinner,weekend,festival,summer,0.163,1,0.084,low,veg,1
128,Cold Coffee,1,Beverages,solo,Gurgaon,Fast_Food,0.063,389,2,Beverages,snacks,weekday,none,winter,0.261,0,0.48,low,veg,0
134,Dosa,3,South_Indian,group,West_Delhi,North_Indian,0.337,423,2,South_Indian,breakfast,weekday,none,winter,0.765,2,0.515,low,nonveg,0
67,Ice Cream,3,Desserts,group,Noida,Chinese,0.445,493,3,Desserts,dinner,weekday,none,summer,0.433,2,0.449,high,dairy,1
110,Milkshake,1,Beverages,solo,South_Delhi,Desserts,0.539,482,2,Beverages,lunch,weekend,none,monsoon,0.555,4,0.541,high,veg,0
150,Fries,3,Fast_Food,group,West_Delhi,Desserts,0.145,357,1,Fast_Food,lunch,weekend,none,monsoon,0.575,2,0.267,high,veg,0
116,Chilli Paneer,3,Chinese,group,Navi_Mumbai,North_Indian,0.485,398,2,Chinese,dinner,weekday,none,winter,0.306,0,0.73,medium,nonveg,0
108,Gulab Jamun,1,Desserts,solo,West_Delhi,South_Indian,0.079,409,2,Desserts,dinner,weekday,none,summer,0.244,1,0.762,medium,nonveg,1
64,Milkshake,1,Beverages,solo,Noida,North_Indian,0.227,356,1,Beverages,dinner,weekday,none,winter,0.481,0,0.647,high,dairy,0
145,Garlic Bread,1,Fast_Food,solo,Noida,South_Indian,0.319,419,2,Fast_Food,snacks,weekend,none,monsoon,0.531,4,0.413,low,veg,0
176,Sambar,2,South_Indian,solo,Navi_Mumbai,Beverages,0.148,468,3,South_Indian,lunch,weekday,none,monsoon,0.133,0,0.216,low,nonveg,0
44,Manchurian,1,Chinese,solo,Gurgaon,Fast_Food,0.188,354,1,Chinese,dinner,weekday,none,summer,0.28,3,0.425,low,dairy,0
185,Milkshake,2,Beverages,solo,Gurgaon,North_Indian,0.363,380,1,Beverages,snacks,weekday,none,winter,0.539,0,0.639,low,veg,1
64,Lassi,1,Beverages,solo,Noida,Desserts,0.25,364,1,Beverages,lunch,weekday,festival,winter,0.47,0,0.468,low,veg,0
136,Brownie,2,Desserts,solo,South_Delhi,North_Indian,0.214,510,3,Desserts,lunch,weekday,anniversary,winter,0.281,0,0.132,low,dairy,0
89,Butter Chicken,2,North_Indian,solo,West_Delhi,Chinese,0.163,385,2,North_Indian,snacks,weekday,none,winter,0.287,1,0.587,low,veg,0
116,Spring Roll,3,Chinese,group,Navi_Mumbai,South_Indian,0.187,441,2,Chinese,lunch,weekday,none,monsoon,0.461,2,0.247,low,nonveg,1
149,Hakka Noodles,1,Chinese,solo,West_Delhi,South_Indian,0.2,578,4,Chinese,dinner,weekday,birthday,winter,0.137,4,0.239,low,veg,1
117,Chilli Paneer,1,Chinese,solo,Navi_Mumbai,Chinese,0.152,221,1,Chinese,lunch,weekday,none,winter,0.175,1,0.409,low,veg,1
144,Paneer Tikka,1,North_Indian,solo,Noida,North_Indian,0.25,482,2,North_Indian,lunch,weekend,none,monsoon,0.426,13,0.42,medium,nonveg,0
124,Dosa,1,South_Indian,solo,Noida,Desserts,0.096,634,4,South_Indian,dinner,weekday,none,monsoon,0.477,0,0.314,medium,dairy,0
46,Paneer Tikka,1,North_Indian,solo,Gurgaon,Fast_Food,0.076,442,2,North_Indian,breakfast,weekend,none,winter,0.236,6,0.565,medium,nonveg,1
86,Idli,2,South_Indian,solo,South_Delhi,Chinese,0.674,331,1,South_Indian,dinner,weekday,anniversary,summer,0.705,2,0.987,medium,dairy,0
171,Fried Rice,1,Chinese,solo,Gurgaon,Fast_Food,0.079,459,2,Chinese,lunch,weekday,festival,summer,0.57,1,0.119,low,veg,0
158,Rasgulla,1,Desserts,solo,South_Delhi,Desserts,0.393,324,1,Desserts,lunch,weekend,festival,summer,0.503,8,0.39,high,nonveg,1
172,Dosa,2,South_Indian,solo,West_Delhi,Chinese,0.148,298,1,South_Indian,breakfast,weekend,none,monsoon,0.458,0,0.421,low,veg,0
5,Roti,1,North_Indian,solo,Navi_Mumbai,South_Indian,0.329,338,1,North_Indian,lunch,weekday,none,monsoon,0.47,2,0.259,medium,nonveg,0
173,Tea,1,Beverages,solo,Gurgaon,South_Indian,0.238,497,3,Beverages,snacks,weekend,none,monsoon,0.482,5,0.645,low,veg,0
186,Kheer,3,Desserts,group,Navi_Mumbai,Beverages,0.372,549,4,Desserts,lunch,weekday,none,monsoon,0.525,3,0.449,high,veg,0
69,Kheer,4,Desserts,group,South_Delhi,Fast_Food,0.351,608,4,Desserts,breakfast,weekday,none,monsoon,0.078,0,0.577,low,veg,1
180,Pizza,1,Fast_Food,solo,West_Delhi,Chinese,0.427,381,2,Fast_Food,snacks,weekday,none,winter,0.372,4,0.625,low,egg,1
109,Butter Chicken,1,North_Indian,solo,South_Delhi,South_Indian,0.408,443,2,North_Indian,lunch,weekend,none,winter,0.263,0,0.598,high,nonveg,0
65,Brownie,2,Desserts,solo,South_Delhi,Fast_Food,0.11,516,3,Desserts,lunch,weekend,none,monsoon,0.378,7,0.432,low,veg,0
29,Hakka Noodles,1,Chinese,solo,South_Delhi,Fast_Food,0.456,415,2,Chinese,dinner,weekday,none,monsoon,0.219,3,0.685,medium,nonveg,1
88,Burger,3,Fast_Food,group,West_Delhi,Fast_Food,0.515,529,4,Fast_Food,lunch,weekend,none,winter,0.293,3,0.588,medium,nonveg,0
86,Sambar,2,South_Indian,solo,South_Delhi,North_Indian,0.249,289,1,South_Indian,dinner,weekday,none,summer,0.62,0,0.497,low,nonveg,0
94,Cold Coffee,3,Beverages,group,Noida,Fast_Food,0.262,337,1,Beverages,lunch,weekday,none,summer,0.783,0,0.618,high,dairy,1
149,Hakka Noodles,1,Chinese,solo,West_Delhi,Desserts,0.282,447,2,Chinese,dinner,weekday,festival,monsoon,0.319,2,0.6,low,veg,0
143,Spring Roll,1,Chinese,solo,Noida,South_Indian,0.205,347,1,Chinese,snacks,weekday,none,winter,0.079,0,0.446,high,veg,0
95,Kheer,2,Desserts,solo,West_Delhi,Desserts,0.155,567,4,Desserts,lunch,weekday,anniversary,monsoon,0.386,1,0.639,high,dairy,1
137,Butter Chicken,2,North_Indian,solo,Navi_Mumbai,South_Indian,0.351,398,2,North_Indian,lunch,weekday,anniversary,monsoon,0.354,5,0.586,medium,veg,0
96,Fries,2,Fast_Food,solo,Navi_Mumbai,Fast_Food,0.201,481,3,Fast_Food,dinner,weekday,none,monsoon,0.029,0,0.815,medium,nonveg,0
175,Roti,1,North_Indian,solo,South_Delhi,Desserts,0.268,488,3,North_Indian,lunch,weekend,none,summer,0.211,3,0.496,medium,dairy,0
19,Butter Chicken,1,North_Indian,solo,Noida,South_Indian,0.055,348,1,North_Indian,lunch,weekend,anniversary,summer,0.413,1,0.567,medium,nonveg,0
143,Chilli Paneer,1,Chinese,solo,Noida,Beverages,0.33,353,2,Chinese,dinner,weekday,none,summer,0.292,0,0.635,medium,nonveg,0
130,Spring Roll,2,Chinese,solo,West_Delhi,Beverages,0.242,502,3,Chinese,lunch,weekday,none,summer,0.29,4,0.502,medium,veg,0
157,Hakka Noodles,3,Chinese,group,South_Delhi,Chinese,0.154,312,1,Chinese,lunch,weekday,none,monsoon,0.228,4,0.428,low,veg,1
166,Roti,1,North_Indian,solo,Noida,South_Indian,0.21,360,2,North_Indian,dinner,weekday,none,monsoon,0.51,4,0.745,low,nonveg,0
23,Tea,1,Beverages,solo,Noida,Desserts,0.507,318,1,Beverages,snacks,weekend,none,summer,0.294,0,0.273,medium,nonveg,0
155,Brownie,1,Desserts,solo,Noida,Fast_Food,0.136,332,1,Desserts,snacks,weekend,none,winter,0.417,4,0.749,low,nonveg,1
35,Manchurian,3,Chinese,group,Gurgaon,South_Indian,0.475,475,3,Chinese,snacks,weekend,none,winter,0.459,3,0.618,low,veg,0
199,Garlic Bread,3,Fast_Food,group,South_Delhi,North_Indian,0.371,455,2,Fast_Food,dinner,weekday,anniversary,monsoon,0.401,0,0.733,medium,veg,0
30,Raita,2,North_Indian,solo,West_Delhi,Fast_Food,0.425,334,1,North_Indian,breakfast,weekday,none,summer,0.188,4,0.253,medium,dairy,0
64,Cold Coffee,1,Beverages,solo,Noida,North_Indian,0.203,413,2,Beverages,lunch,weekday,none,monsoon,0.309,0,0.52,low,dairy,0
109,Raita,1,North_Indian,solo,South_Delhi,South_Indian,0.266,320,1,North_Indian,lunch,weekend,none,winter,0.782,2,0.418,medium,veg,0
117,Chilli Paneer,1,Chinese,solo,Navi_Mumbai,Beverages,0.433,513,3,Chinese,lunch,weekend,none,monsoon,0.135,4,0.6,medium,nonveg,1
186,Kheer,3,Desserts,group,Navi_Mumbai,Chinese,0.064,465,3,Desserts,lunch,weekday,none,winter,0.341,0,0.508,high,veg,0
135,Butter Chicken,1,North_Indian,solo,Noida,Desserts,0.098,535,3,North_Indian,snacks,weekday,none,monsoon,0.111,0,0.585,low,veg,1
16,Fries,1,Fast_Food,solo,Gurgaon,Fast_Food,0.145,526,3,Fast_Food,snacks,weekday,none,winter,0.18,5,0.405,high,veg,1
132,Manchurian,1,Chinese,solo,Noida,Chinese,0.152,305,1,Chinese,dinner,weekend,none,monsoon,0.442,0,0.357,low,veg,0
34,Dosa,4,South_Indian,group,Gurgaon,Fast_Food,0.103,512,4,South_Indian,dinner,weekday,festival,monsoon,0.316,1,0.647,low,veg,1
67,Ice Cream,3,Desserts,group,Noida,Beverages,0.21,386,1,Desserts,lunch,weekday,none,winter,0.252,3,0.332,high,veg,1
6,Idli,1,South_Indian,solo,South_Delhi,Beverages,0.306,564,3,South_Indian,lunch,weekday,festival,monsoon,0.227,0,0.335,medium,nonveg,0
100,Tea,1,Beverages,solo,Gurgaon,North_Indian,0.081,517,3,Beverages,lunch,weekday,none,monsoon,0.254,0,0.433,low,veg,1
87,Raita,2,North_Indian,solo,Gurgaon,South_Indian,0.109,451,3,North_Indian,dinner,weekend,none,monsoon,0.4,2,0.295,medium,veg,0
12,Vada,3,South_Indian,group,West_Delhi,North_Indian,0.231,578,4,South_Indian,lunch,weekend,festival,winter,0.058,1,0.619,low,nonveg,1
122,Cold Coffee,1,Beverages,solo,Noida,Chinese,0.054,366,1,Beverages,breakfast,weekend,none,summer,0.873,0,0.27,medium,nonveg,0
117,Chilli Paneer,1,Chinese,solo,Navi_Mumbai,South_Indian,0.493,289,1,Chinese,lunch,weekend,none,summer,0.119,0,0.574,low,egg,0
155,Rasgulla,1,Desserts,solo,Noida,Chinese,0.278,471,2,Desserts,lunch,weekday,none,summer,0.394,1,0.494,medium,veg,1
142,Dosa,2,South_Indian,solo,South_Delhi,Fast_Food,0.075,298,1,South_Indian,dinner,weekday,none,summer,0.405,6,0.467,low,dairy,1
51,Upma,3,South_Indian,group,Noida,Desserts,0.248,326,1,South_Indian,dinner,weekday,none,monsoon,0.547,2,0.516,low,nonveg,0
9,Kheer,2,Desserts,solo,Navi_Mumbai,North_Indian,0.602,509,3,Desserts,snacks,weekday,none,monsoon,0.072,3,0.314,medium,veg,0
13,Vada,1,South_Indian,solo,Navi_Mumbai,Desserts,0.256,518,3,South_Indian,dinner,weekend,none,summer,0.581,1,0.232,low,veg,0
82,Spring Roll,1,Chinese,solo,Gurgaon,South_Indian,0.511,387,2,Chinese,snacks,weekday,none,summer,0.569,3,0.36,high,veg,0
42,Idli,1,South_Indian,solo,Gurgaon,Chinese,0.294,453,2,South_Indian,lunch,weekday,festival,monsoon,0.215,0,0.555,medium,dairy,1
42,Upma,1,South_Indian,solo,Gurgaon,Chinese,0.249,325,1,South_Indian,lunch,weekday,birthday,monsoon,0.323,1,0.172,medium,nonveg,0
110,Milkshake,1,Beverages,solo,South_Delhi,North_Indian,0.127,474,2,Beverages,snacks,weekend,birthday,winter,0.438,0,0.266,medium,nonveg,0
104,Chilli Paneer,3,Chinese,group,West_Delhi,Beverages,0.241,482,3,Chinese,lunch,weekend,none,monsoon,0.34,0,0.368,low,veg,0
80,Lassi,3,Beverages,group,Navi_Mumbai,South_Indian,0.436,513,3,Beverages,dinner,weekend,none,monsoon,0.28,0,0.218,low,nonveg,0
147,Cold Coffee,2,Beverages,solo,Navi_Mumbai,Beverages,0.285,399,1,Beverages,snacks,weekend,anniversary,winter,0.339,8,0.655,low,nonveg,0
185,Lassi,2,Beverages,solo,Gurgaon,Desserts,0.314,496,2,Beverages,lunch,weekday,none,summer,0.432,3,0.449,medium,veg,0
127,Dal Makhani,3,North_Indian,group,Noida,South_Indian,0.385,472,2,North_Indian,lunch,weekday,none,summer,0.3,4,0.479,medium,dairy,0
106,Dal Makhani,2,North_Indian,solo,Navi_Mumbai,Beverages,0.058,447,2,North_Indian,dinner,weekend,festival,monsoon,0.22,1,0.256,low,nonveg,0
142,Sambar,2,South_Indian,solo,South_Delhi,South_Indian,0.593,431,1,South_Indian,dinner,weekday,none,winter,0.534,1,0.56,high,veg,1
113,Roti,3,North_Indian,group,Navi_Mumbai,Desserts,0.218,397,1,North_Indian,dinner,weekday,none,monsoon,0.318,0,0.254,low,veg,1
5,Roti,1,North_Indian,solo,Navi_Mumbai,Chinese,0.181,567,4,North_Indian,breakfast,weekend,anniversary,summer,0.414,2,0.506,high,veg,0
48,Biryani,2,North_Indian,solo,West_Delhi,Chinese,0.56,329,2,North_Indian,snacks,weekday,none,winter,0.381,5,0.349,medium,nonveg,0
43,Coke,3,Beverages,group,Navi_Mumbai,Beverages,0.267,346,2,Beverages,dinner,weekday,none,winter,0.486,0,0.534,low,veg,0
151,Dal Makhani,1,North_Indian,solo,Navi_Mumbai,Desserts,0.078,322,1,North_Indian,breakfast,weekday,festival,summer,0.074,0,0.613,low,nonveg,0
196,Kheer,2,Desserts,solo,Noida,North_Indian,0.11,494,3,Desserts,lunch,weekday,none,winter,0.314,3,0.485,low,veg,0
76,Coke,3,Beverages,group,Gurgaon,Chinese,0.096,447,2,Beverages,breakfast,weekday,none,winter,0.19,0,0.35,medium,veg,0
21,Sandwich,1,Fast_Food,solo,Navi_Mumbai,Desserts,0.176,385,1,Fast_Food,lunch,weekday,none,summer,0.466,1,0.462,low,veg,0
6,Sambar,1,South_Indian,solo,South_Delhi,North_Indian,0.5,402,1,South_Indian,lunch,weekday,none,summer,0.083,4,0.499,low,veg,1
5,Roti,1,North_Indian,solo,Navi_Mumbai,Fast_Food,0.544,577,4,North_Indian,snacks,weekend,none,summer,0.208,0,0.662,low,nonveg,0
136,Ice Cream,2,Desserts,solo,South_Delhi,North_Indian,0.506,408,2,Desserts,dinner,weekday,none,winter,0.31,0,0.894,medium,dairy,1
139,Spring Roll,4,Chinese,group,West_Delhi,Fast_Food,0.216,401,2,Chinese,lunch,weekday,birthday,summer,0.184,10,0.479,medium,nonveg,1
105,Roti,1,North_Indian,solo,Gurgaon,North_Indian,0.133,259,1,North_Indian,dinner,weekend,birthday,winter,0.063,0,0.784,medium,nonveg,0
161,Lassi,2,Beverages,solo,West_Delhi,North_Indian,0.378,339,1,Beverages,dinner,weekday,festival,winter,0.488,7,0.443,medium,dairy,1
23,Coke,1,Beverages,solo,Noida,Beverages,0.047,316,1,Beverages,dinner,weekend,none,monsoon,0.191,2,0.69,low,nonveg,1
61,Dal Makhani,1,North_Indian,solo,South_Delhi,Chinese,0.118,569,4,North_Indian,dinner,weekend,none,summer,0.391,1,0.491,low,nonveg,0
102,Dosa,1,South_Indian,solo,Navi_Mumbai,Fast_Food,0.584,513,3,South_Indian,snacks,weekday,none,winter,0.335,3,0.685,low,nonveg,1
113,Raita,3,North_Indian,group,Navi_Mumbai,Chinese,0.067,469,2,North_Indian,breakfast,weekend,none,monsoon,0.365,1,0.516,medium,nonveg,0
104,Manchurian,3,Chinese,group,West_Delhi,South_Indian,0.504,366,1,Chinese,dinner,weekday,none,monsoon,0.101,2,0.466,low,nonveg,1
158,Gulab Jamun,1,Desserts,solo,South_Delhi,North_Indian,0.168,321,2,Desserts,lunch,weekday,none,summer,0.222,0,0.39,low,veg,0
183,Pizza,3,Fast_Food,group,West_Delhi,Chinese,0.221,454,2,Fast_Food,dinner,weekday,none,summer,0.159,1,0.375,high,veg,1
145,Garlic Bread,1,Fast_Food,solo,Noida,Beverages,0.166,352,2,Fast_Food,snacks,weekday,none,monsoon,0.159,1,0.475,medium,nonveg,0
140,Upma,4,South_Indian,group,Noida,South_Indian,0.113,577,3,South_Indian,snacks,weekday,none,summer,0.437,0,0.283,medium,dairy,0
130,Chilli Paneer,2,Chinese,solo,West_Delhi,Chinese,0.292,348,2,Chinese,lunch,weekday,none,winter,0.278,2,0.428,low,veg,0
11,Hakka Noodles,4,Chinese,group,Navi_Mumbai,North_Indian,0.349,484,3,Chinese,breakfast,weekday,none,summer,0.298,1,0.556,medium,veg,0
106,Roti,2,North_Indian,solo,Navi_Mumbai,Beverages,0.291,475,4,North_Indian,lunch,weekday,none,monsoon,0.361,3,0.665,low,veg,1
4,Milkshake,1,Beverages,solo,Navi_Mumbai,North_Indian,0.03,479,2,Beverages,dinner,weekday,none,summer,0.415,0,0.437,high,dairy,0
16,Sandwich,1,Fast_Food,solo,Gurgaon,Desserts,0.289,565,4,Fast_Food,dinner,weekday,none,monsoon,0.142,2,0.551,medium,nonveg,0
195,Hakka Noodles,1,Chinese,solo,Gurgaon,Beverages,0.331,318,1,Chinese,dinner,weekday,festival,monsoon,0.117,3,0.487,low,veg,0
118,Kheer,3,Desserts,group,Noida,Chinese,0.136,532,3,Desserts,dinner,weekend,none,monsoon,0.363,1,0.84,medium,nonveg,1
141,Idli,1,South_Indian,solo,West_Delhi,Fast_Food,0.417,548,3,South_Indian,snacks,weekend,none,winter,0.344,5,0.574,low,veg,1
129,Butter Chicken,2,North_Indian,solo,West_Delhi,Desserts,0.57,538,4,North_Indian,snacks,weekend,festival,winter,0.482,4,0.766,medium,nonveg,1
31,Fries,1,Fast_Food,solo,South_Delhi,Desserts,0.312,365,1,Fast_Food,lunch,weekday,none,winter,0.413,0,0.371,medium,veg,0
46,Paneer Tikka,1,North_Indian,solo,Gurgaon,Beverages,0.24,528,3,North_Indian,dinner,weekday,none,monsoon,0.561,2,0.258,medium,nonveg,0
133,Hakka Noodles,1,Chinese,solo,Gurgaon,Desserts,0.202,290,1,Chinese,dinner,weekend,anniversary,winter,0.314,1,0.127,low,egg,0
164,Gulab Jamun,1,Desserts,solo,Navi_Mumbai,Desserts,0.049,297,1,Desserts,dinner,weekday,none,monsoon,0.056,5,0.472,low,veg,0
191,Tea,3,Beverages,group,Navi_Mumbai,Desserts,0.418,330,1,Beverages,lunch,weekend,none,monsoon,0.168,0,0.6,low,nonveg,0
106,Butter Chicken,2,North_Indian,solo,Navi_Mumbai,South_Indian,0.314,509,2,North_Indian,lunch,weekday,anniversary,winter,0.294,0,0.251,high,nonveg,0
